Instrument,Year,AsOfDate,Currency,MarketCap_EUR
SRENH.S,2016,2016-12-31,EUR,32876785991.0107
BEZG.L,2016,2016-12-31,EUR,2374601418.09444
NHY.OL,2016,2016-12-31,EUR,9386544887.54726
CPRI.MI,2016,2016-12-31,EUR,5436288000.0
AEGN.AS,2016,2016-12-31,EUR,14013279609.538
LOGN.S,2016,2016-12-31,EUR,4139774017.04642
TCAPI.L,2016,2016-12-31,EUR,2926424520.45708
LATOb.ST,2016,2016-12-31,EUR,5346011009.56856
BGN.MI,2016,2016-12-31,EUR,2656804853.64
SBMO.AS,2016,2016-12-31,EUR,3223416705.5
AOO.BR,2016,2016-12-31,EUR,1029656123.87154
IETB.BR,2016,2016-12-31,EUR,1599329082.30116
PSPN.S,2016,2016-12-31,EUR,3720055267.95942
CDR.WA,2016,2016-12-31,EUR,1140178635.80563
VOLVb.ST,2016,2016-12-31,EUR,22738754468.1022
STMN.S,2016,2016-12-31,EUR,5863295358.58405
EPIRa.ST,2016,2016-12-31,EUR,
NAFG.DE,2016,2016-12-31,EUR,2481611109.6
BMWG.DE,2016,2016-12-31,EUR,58218987574.12
EVOG.ST,2016,2016-12-31,EUR,972696780.567773
DPLM.L,2016,2016-12-31,EUR,1398506910.67337
BWY.L,2016,2016-12-31,EUR,3542709396.76385
AXAF.PA,2016,2016-12-31,EUR,58497761336.5
UNI.MC,2016,2016-12-31,EUR,
NWG.L,2016,2016-12-31,EUR,27363140978.5754
DEMANT.CO,2016,2016-12-31,EUR,4455254005.47264
CRDI.MI,2016,2016-12-31,EUR,17322617671.5684
WDPP.BR,2016,2016-12-31,EUR,1808446697.66447
ELIS.PA,2016,2016-12-31,EUR,1938105747.27246
TOM.OL,2016,2016-12-31,EUR,1476387332.96049
ALEP.WA,2016,2016-12-31,EUR,
GRLS.MC,2016,2016-12-31,EUR,12082768047.16
FRAG.DE,2016,2016-12-31,EUR,5221620329.31
MKS.L,2016,2016-12-31,EUR,6583343539.75957
SABE.MC,2016,2016-12-31,EUR,7525644811.73952
MICCT.AS,2016,2016-12-31,EUR,
CRDA.L,2016,2016-12-31,EUR,5053670472.48698
DLG.MI,2016,2016-12-31,EUR,3375710000.0
CAST.ST,2016,2016-12-31,EUR,3572437467.16306
SRP.L,2016,2016-12-31,EUR,1889078446.85348
SGE.L,2016,2016-12-31,EUR,8270505265.96335
ADYEN.AS,2016,2016-12-31,EUR,
HNKG_p.DE,2016,2016-12-31,EUR,46408934497.5
AENA.MC,2016,2016-12-31,EUR,19627500000.0
OMVV.VI,2016,2016-12-31,EUR,11179636354.32
RHMG.DE,2016,2016-12-31,EUR,2809545825.0
FOUG.PA,2016,2016-12-31,EUR,6533259671.65
BPTB.L,2016,2016-12-31,EUR,
PSN.L,2016,2016-12-31,EUR,6386203597.33003
MRON.L,2016,2016-12-31,EUR,2799130409.347
ALSO.PA,2016,2016-12-31,EUR,5045509177.26614
STERV.HE,2016,2016-12-31,EUR,8131837697.32
IMI.L,2016,2016-12-31,EUR,3333283533.18699
PRX.AS,2016,2016-12-31,EUR,
ROPC.S,2016,2016-12-31,EUR,191192925276.875
PNN.L,2016,2016-12-31,EUR,2769298650.69101
G24n.DE,2016,2016-12-31,EUR,3672388000.0
BGEO.L,2016,2016-12-31,EUR,859706842.772957
ZELA.CO,2016,2016-12-31,EUR,386745675.673642
ALSYDB.CO,2016,2016-12-31,EUR,2173365781.41615
NOKIA.HE,2016,2016-12-31,EUR,27032023183.584
CAMX.ST,2016,2016-12-31,EUR,450450404.581352
SPIE.PA,2016,2016-12-31,EUR,3144694343.96
NXT.L,2016,2016-12-31,EUR,7460400747.79563
FDJU.PA,2016,2016-12-31,EUR,
MT.AS,2016,2016-12-31,EUR,21561144541.677
NOVOb.CO,2016,2016-12-31,EUR,79463308854.302
IVG.MI,2016,2016-12-31,EUR,
VTYV.L,2016,2016-12-31,EUR,1247971108.2339
BBVA.MC,2016,2016-12-31,EUR,41731884984.7277
CVC.AS,2016,2016-12-31,EUR,
KBC.BR,2016,2016-12-31,EUR,25043414774.2
AIBG.I,2016,2016-12-31,EUR,13572620165.0
PUMG.DE,2016,2016-12-31,EUR,3764583014.4
ULVR.L,2016,2016-12-31,EUR,
CSG.AS,2016,2016-12-31,EUR,
AM.PA,2016,2016-12-31,EUR,8857630236.75
GAW.L,2016,2016-12-31,EUR,275842628.914045
GALP.LS,2016,2016-12-31,EUR,11874869093.2
P911_p.DE,2016,2016-12-31,EUR,
VEND.OL,2016,2016-12-31,EUR,5047794134.22119
EXHO.PA,2016,2016-12-31,EUR,11690982632.8719
HLMA.L,2016,2016-12-31,EUR,3953711052.78616
INWT.MI,2016,2016-12-31,EUR,2403577800.0
GFCP.PA,2016,2016-12-31,EUR,8386869133.09794
WISEa.L,2016,2016-12-31,EUR,
KYGa.I,2016,2016-12-31,EUR,11951135424.9
WALLb.ST,2016,2016-12-31,EUR,2405598038.7733
NG.L,2016,2016-12-31,EUR,38302634469.1583
PLUSP.L,2016,2016-12-31,EUR,434951299.310022
INDUc.ST,2016,2016-12-31,EUR,7996119652.13354
DANSKE.CO,2016,2016-12-31,EUR,28801471318.9964
SCHP.S,2017,2017-12-31,EUR,20550646721.8016
NTGY.MC,2017,2017-12-31,EUR,19933731672.72
ADEN.S,2017,2017-12-31,EUR,11102620999.6635
SPSN.S,2017,2017-12-31,EUR,5396681277.69286
SOF.BR,2017,2017-12-31,EUR,4507300409.1773
SSE.L,2017,2017-12-31,EUR,14860322945.2335
AAK.ST,2017,2017-12-31,EUR,2980611241.91181
SDR.L,2017,2017-12-31,EUR,10532488288.4936
SASY.PA,2017,2017-12-31,EUR,
NSISb.CO,2017,2017-12-31,EUR,14400520352.1903
CPG.L,2017,2017-12-31,EUR,27361242877.5946
EMSN.S,2017,2017-12-31,EUR,13224742772.9911
KBX.DE,2017,2017-12-31,EUR,
AIR.PA,2017,2017-12-31,EUR,63235954365.3519
URW.PA,2017,2017-12-31,EUR,20897158109.1
LPPP.WA,2017,2017-12-31,EUR,4087406664.64853
FORTUM.HE,2017,2017-12-31,EUR,14280702796.0613
BAYGn.DE,2017,2017-12-31,EUR,86002575916.7411
QLT.L,2017,2017-12-31,EUR,
SAPG.DE,2017,2017-12-31,EUR,114176432705.994
AAF.L,2017,2017-12-31,EUR,
LUNDb.ST,2017,2017-12-31,EUR,6240863956.40727
PEO.WA,2017,2017-12-31,EUR,8318687613.15755
STMMI.MI,2017,2017-12-31,EUR,16814542801.1
PUIGb.MC,2017,2017-12-31,EUR,
SCHN.PA,2017,2017-12-31,EUR,41518931219.828
DSV.CO,2017,2017-12-31,EUR,12450389704.8341
JD.L,2017,2017-12-31,EUR,3747255919.30696
GMAB.CO,2017,2017-12-31,EUR,8697851826.73566
SCYR.MC,2017,2017-12-31,EUR,1275863586.66734
EMII.MI,2017,2017-12-31,EUR,2002241584.3378
FTKn.DE,2017,2017-12-31,EUR,515169295.02
ENI.MI,2017,2017-12-31,EUR,50260783113.9
HUBN.S,2017,2017-12-31,EUR,891692803.767018
INDT.ST,2017,2017-12-31,EUR,2708840049.78531
AMV0n.DE,2017,2017-12-31,EUR,
KGH.WA,2017,2017-12-31,EUR,5273472105.61362
BCU.MI,2017,2017-12-31,EUR,1844840000.0
MAP.MC,2017,2017-12-31,EUR,8339430263.284
DLN.L,2017,2017-12-31,EUR,3789116869.67928
IG.MI,2017,2017-12-31,EUR,4045678329.3936
SOGN.PA,2017,2017-12-31,EUR,34873769203.935
LOTB.BR,2017,2017-12-31,EUR,1734742290.0
UCB.BR,2017,2017-12-31,EUR,13008538407.04
G1AG.DE,2017,2017-12-31,EUR,7701743994.76
GLEN.L,2017,2017-12-31,EUR,61218544717.5572
LOOMIS.ST,2017,2017-12-31,EUR,2508784658.73571
BMED.MI,2017,2017-12-31,EUR,5243783740.39
UHR.S,2017,2017-12-31,EUR,18450923584.8091
TPRO.MI,2017,2017-12-31,EUR,
LHAG.DE,2017,2017-12-31,EUR,14477090128.327
DRX.L,2017,2017-12-31,EUR,1248448822.71033
BCVN.S,2017,2017-12-31,EUR,5456548226.22582
EQNR.OL,2017,2017-12-31,EUR,60185826001.3366
BKGH.L,2017,2017-12-31,EUR,5729555769.46833
BAWG.VI,2017,2017-12-31,EUR,3884737900.0
RAND.AS,2017,2017-12-31,EUR,13379674100.78
ANTO.L,2017,2017-12-31,EUR,11119860660.9648
VOWG_p.DE,2017,2017-12-31,EUR,84104548616.85
OREP.PA,2017,2017-12-31,EUR,101982835080.75
R3NK.DE,2017,2017-12-31,EUR,
ICAG.L,2017,2017-12-31,EUR,15434334309.5261
REP.MC,2017,2017-12-31,EUR,23331417558.9609
DHER.DE,2017,2017-12-31,EUR,6022463700.0
ORSTED.CO,2017,2017-12-31,EUR,19091329962.8716
EVKn.DE,2017,2017-12-31,EUR,14618420000.0
FREG.DE,2017,2017-12-31,EUR,36092159696.34
SECUb.ST,2017,2017-12-31,EUR,5263508722.98601
TEL2b.ST,2017,2017-12-31,EUR,4347962534.94298
JYSK.CO,2017,2017-12-31,EUR,4264734406.28644
AALB.AS,2017,2017-12-31,EUR,4676436742.58
GJFG.OL,2017,2017-12-31,EUR,7716967414.11405
MANTA.HE,2017,2017-12-31,EUR,
RIO.L,2017,2017-12-31,EUR,73758572430.2392
HLN.L,2017,2017-12-31,EUR,
MAERSKb.CO,2017,2017-12-31,EUR,25047396766.7464
RKT.L,2017,2017-12-31,EUR,51847524394.1716
VALMT.HE,2017,2017-12-31,EUR,2508733722.06
SGEF.PA,2017,2017-12-31,EUR,50200279922.76
ENX.PA,2017,2017-12-31,EUR,3636498372.19039
ALVG.DE,2017,2017-12-31,EUR,84307807209.0
LSEG.L,2017,2017-12-31,EUR,14620261483.9892
QIA.DE,2017,2017-12-31,EUR,5698285457.56719
HOLN.S,2017,2017-12-31,EUR,14727065146.6319
GASI.MI,2017,2017-12-31,EUR,23458360095.24
ICGIN.L,2017,2017-12-31,EUR,3727562614.60512
HUH1V.HE,2017,2017-12-31,EUR,3751139001.85
ENT.L,2017,2017-12-31,EUR,3232481810.87136
PHP.L,2017,2017-12-31,EUR,813870449.119491
LTMC.MI,2017,2017-12-31,EUR,
SOBIV.ST,2017,2017-12-31,EUR,3122881457.26222
SN.L,2017,2017-12-31,EUR,12455799151.2745
SEBa.ST,2017,2017-12-31,EUR,21486198982.3087
SWEDa.ST,2017,2017-12-31,EUR,22203444555.3991
MOWI.OL,2017,2017-12-31,EUR,6858800269.10189
RECI.MI,2017,2017-12-31,EUR,7800368318.8
SDFGn.DE,2017,2017-12-31,EUR,3972507000.0
BALF.L,2017,2017-12-31,EUR,2292760370.46004
ALLN.S,2017,2017-12-31,EUR,2240371081.75274
BOLL.PA,2017,2017-12-31,EUR,13276777518.55
BUCN.S,2017,2017-12-31,EUR,3549863855.05169
FMEG.DE,2017,2017-12-31,EUR,27040142962.14
AXFO.ST,2017,2017-12-31,EUR,3360227090.82471
MICP.PA,2017,2017-12-31,EUR,21541565153.85
ATCOa.ST,2017,2017-12-31,EUR,30928248855.3058
NEXS.PA,2017,2017-12-31,EUR,2221796526.78
SJP.L,2017,2017-12-31,EUR,7374639498.59623
BLND.L,2017,2017-12-31,EUR,7713039748.93106
UPM.HE,2017,2017-12-31,EUR,13903814958.95
TELIA.ST,2017,2017-12-31,EUR,15874062564.2031
NIBEb.ST,2017,2017-12-31,EUR,3657986465.42961
SAGAb.ST,2017,2017-12-31,EUR,1843877484.52592
AAL.L,2017,2017-12-31,EUR,21113050734.582
BNZL.L,2017,2017-12-31,EUR,7737188146.60832
BNPP.PA,2017,2017-12-31,EUR,77515204845.82
ALCC.S,2017,2017-12-31,EUR,
AMUN.PA,2017,2017-12-31,EUR,14250826944.64
SFZN.S,2017,2017-12-31,EUR,1168050448.41463
PKO.WA,2017,2017-12-31,EUR,13057145855.6498
RACE.MI,2017,2017-12-31,EUR,16929521462.7
LEGn.DE,2017,2017-12-31,EUR,6021202148.65
PRU.L,2017,2017-12-31,EUR,45302258949.4903
KMAR.OL,2017,2017-12-31,EUR,
BIRG.I,2017,2017-12-31,EUR,7762130564.04
MONC.MI,2017,2017-12-31,EUR,6571454557.8
TEPRF.PA,2017,2017-12-31,EUR,6870042000.0
VIE.PA,2017,2017-12-31,EUR,11926434000.1295
EXPN.L,2017,2017-12-31,EUR,16577959617.3552
HEIG.DE,2017,2017-12-31,EUR,17907087049.25
UMI.BR,2017,2017-12-31,EUR,8893920000.0
ITPG.MI,2017,2017-12-31,EUR,2901633185.1
VAR.OL,2017,2017-12-31,EUR,
TRYG.CO,2017,2017-12-31,EUR,6333170106.45343
CAPP.PA,2017,2017-12-31,EUR,16679890458.0
SYENS.BR,2017,2017-12-31,EUR,
BOUY.PA,2017,2017-12-31,EUR,15666037037.22
SSABb.ST,2017,2017-12-31,EUR,4172926841.22533
WBSV.VI,2017,2017-12-31,EUR,2416350267.84
ENR1n.DE,2017,2017-12-31,EUR,
KOG.OL,2017,2017-12-31,EUR,1371910776.92475
AMA.MC,2017,2017-12-31,EUR,26425891311.32
SHEL.AS,2017,2017-12-31,EUR,233745067773.324
ZEG.L,2017,2017-12-31,EUR,171743357.457857
DTGGe.DE,2017,2017-12-31,EUR,
PSON.L,2017,2017-12-31,EUR,6638432442.75441
KEMIRA.HE,2017,2017-12-31,EUR,1781779128.79
FHZN.S,2017,2017-12-31,EUR,5991485520.20422
BATS.L,2017,2017-12-31,EUR,127673957907.927
AVANZ.ST,2017,2017-12-31,EUR,1065636758.01017
FLS.CO,2017,2017-12-31,EUR,2536133889.19939
GALD.S,2017,2017-12-31,EUR,
SCAb.ST,2017,2017-12-31,EUR,6157451799.45961
ISP.MI,2017,2017-12-31,EUR,43677852255.09
SKFb.ST,2017,2017-12-31,EUR,8388217917.29942
VLLP.PA,2017,2017-12-31,EUR,2354054516.33832
NDAFI.HE,2017,2017-12-31,EUR,41026012939.47
ROCKb.CO,2017,2017-12-31,EUR,4946450409.64324
LISP.S,2017,2017-12-31,EUR,13494455215.4136
RS1R.L,2017,2017-12-31,EUR,3080451369.26071
RUBF.PA,2017,2017-12-31,EUR,5358679611.38166
ENGIE.PA,2017,2017-12-31,EUR,32045365085.3365
SGRO.L,2017,2017-12-31,EUR,6543336180.65883
EVDG.DE,2017,2017-12-31,EUR,3727200000.0
HSX.L,2017,2017-12-31,EUR,4685361880.07938
YAR.OL,2017,2017-12-31,EUR,10074351721.6784
ACCP.PA,2017,2017-12-31,EUR,12556394974.84
ADDTb.ST,2017,2017-12-31,EUR,1193092709.4573
BOL.ST,2017,2017-12-31,EUR,7078039934.88606
HSBA.L,2017,2017-12-31,EUR,168367183901.948
HOCM.L,2017,2017-12-31,EUR,1480826418.77539
CBKG.DE,2017,2017-12-31,EUR,15660732213.17
SAF.PA,2017,2017-12-31,EUR,35530920642.0
ENEI.MI,2017,2017-12-31,EUR,51900901124.33
SHLG.DE,2017,2017-12-31,EUR,
GL9.I,2017,2017-12-31,EUR,4363713382.16
BMPS.MI,2017,2017-12-31,EUR,4435724734.13471
MWDP.PA,2017,2017-12-31,EUR,6591082425.0
ADSGn.DE,2017,2017-12-31,EUR,34970485489.9
UBSG.S,2017,2017-12-31,EUR,60181594950.2689
ELI.BR,2017,2017-12-31,EUR,2920204212.90731
HNRGn.DE,2017,2017-12-31,EUR,12650639356.6
HIAB.HE,2017,2017-12-31,EUR,1813598731.22747
LIGHT.AS,2017,2017-12-31,EUR,4380090000.0
DGE.L,2017,2017-12-31,EUR,75076736305.2527
GBLB.BR,2017,2017-12-31,EUR,14515791498.52
LGEN.L,2017,2017-12-31,EUR,18141335752.8903
SAMPO.HE,2017,2017-12-31,EUR,21890608800.0
TKAG.DE,2017,2017-12-31,EUR,11323154510.7083
SUBC.OL,2017,2017-12-31,EUR,4159779791.53367
EDP.LS,2017,2017-12-31,EUR,10611271404.9192
RR.L,2017,2017-12-31,EUR,16988464986.8305
ASRNL.AS,2017,2017-12-31,EUR,5059740000.0
MBGn.DE,2017,2017-12-31,EUR,63439722685.9686
BYG.L,2017,2017-12-31,EUR,1535360597.04768
INPST.AS,2017,2017-12-31,EUR,
BKWB.S,2017,2017-12-31,EUR,2600733749.61613
TUI1n.DE,2017,2017-12-31,EUR,10085421563.7965
CARLb.CO,2017,2017-12-31,EUR,15118804993.6379
AIXGn.DE,2017,2017-12-31,EUR,1307668373.4
VATN.S,2017,2017-12-31,EUR,1434634102.99365
MRL.MC,2017,2017-12-31,EUR,5310758328.75
ERICb.ST,2017,2017-12-31,EUR,18376245431.813
AD.AS,2017,2017-12-31,EUR,22878940819.4
TE.PA,2017,2017-12-31,EUR,
SFSN.S,2017,2017-12-31,EUR,3691028380.59167
ABBN.S,2017,2017-12-31,EUR,47130255099.3583
SBNOR.OL,2017,2017-12-31,EUR,331383567.525153
DBKGn.DE,2017,2017-12-31,EUR,32810023454.625
BNRGn.DE,2017,2017-12-31,EUR,8152965000.0
BZU.MI,2017,2017-12-31,EUR,3635660380.70092
ABVX.PA,2017,2017-12-31,EUR,84069050.07
NESTE.HE,2017,2017-12-31,EUR,13676558765.441
TSCO.L,2017,2017-12-31,EUR,15171036953.2285
DKSH.S,2017,2017-12-31,EUR,4966408737.94247
ITX.MC,2017,2017-12-31,EUR,90071242800.0
ADML.L,2017,2017-12-31,EUR,5285184479.09214
MOBN.S,2017,2017-12-31,EUR,1298347940.69118
PGHN.S,2017,2017-12-31,EUR,15187862754.632
VSURE.ST,2017,2017-12-31,EUR,
SALM.OL,2017,2017-12-31,EUR,2784532762.74355
CARR.PA,2017,2017-12-31,EUR,13810278946.1012
DHLn.DE,2017,2017-12-31,EUR,48841124913.75
BAER.S,2017,2017-12-31,EUR,11489404294.5137
STAN.L,2017,2017-12-31,EUR,28890416061.7513
NESN.S,2017,2017-12-31,EUR,221135231258.061
SPMI.MI,2017,2017-12-31,EUR,3864235650.49728
LVMH.PA,2017,2017-12-31,EUR,122337512728.6
DNB.OL,2017,2017-12-31,EUR,27970846620.0255
VOES.VI,2017,2017-12-31,EUR,8873889882.16
GEBN.S,2017,2017-12-31,EUR,13576608178.0354
RAAG.DE,2017,2017-12-31,EUR,6107964000.0
BRBY.L,2017,2017-12-31,EUR,8531003191.25701
TLIT.MI,2017,2017-12-31,EUR,14646540453.3665
KNEBV.HE,2017,2017-12-31,EUR,23586051409.18
SAN.MC,2017,2017-12-31,EUR,87249798980.5631
PRTP.PA,2017,2017-12-31,EUR,45039787031.4092
NDXG.DE,2017,2017-12-31,EUR,860621860.1839
PNDORA.CO,2017,2017-12-31,EUR,10097970670.4179
AYV.PA,2017,2017-12-31,EUR,5208897639.5843
ZURN.S,2017,2017-12-31,EUR,38239389497.2502
ABI.BR,2017,2017-12-31,EUR,188314506401.98
HEXAb.ST,2017,2017-12-31,EUR,14425422474.3503
ASMI.AS,2017,2017-12-31,EUR,3249872451.31819
HEIN.AS,2017,2017-12-31,EUR,49651425240.6
KGF.L,2017,2017-12-31,EUR,8382688538.99166
AVOL.S,2017,2017-12-31,EUR,6663647692.32634
MNG.L,2017,2017-12-31,EUR,
BAMI.MI,2017,2017-12-31,EUR,4006141541.144
HAGG.DE,2017,2017-12-31,EUR,
A2.MI,2017,2017-12-31,EUR,4768281831.594
TPE.WA,2017,2017-12-31,EUR,1284083265.20228
BEIJb.ST,2017,2017-12-31,EUR,1259913893.52747
FNTGn.DE,2017,2017-12-31,EUR,3933594906.11309
CLNX.MC,2017,2017-12-31,EUR,5012466929.94898
VWS.CO,2017,2017-12-31,EUR,12740028133.7197
KPN.AS,2017,2017-12-31,EUR,12217668682.428
ITRK.L,2017,2017-12-31,EUR,9314705458.18101
TTEF.PA,2017,2017-12-31,EUR,116363234586.48
MTXGn.DE,2017,2017-12-31,EUR,7768800000.0
DSFIR.AS,2017,2017-12-31,EUR,
AGES.BR,2017,2017-12-31,EUR,8543517919.2
SCMN.S,2017,2017-12-31,EUR,22972987175.4724
VID.MC,2017,2017-12-31,EUR,2017239170.71125
TEF.MC,2017,2017-12-31,EUR,42528739793.846
PIRC.MI,2017,2017-12-31,EUR,7340000000.0
PHG.AS,2017,2017-12-31,EUR,29473970458.9054
DAST.PA,2017,2017-12-31,EUR,22886304550.1
LAND.L,2017,2017-12-31,EUR,8312974480.74887
INF.L,2017,2017-12-31,EUR,6694476421.55356
TENR.MI,2017,2017-12-31,EUR,15642112997.5
III.L,2017,2017-12-31,EUR,10070144043.2822
RMV.L,2017,2017-12-31,EUR,4641075543.52755
CCH.L,2017,2017-12-31,EUR,9271922140.71537
PSHG_p.DE,2017,2017-12-31,EUR,21370125000.0
CWK.L,2017,2017-12-31,EUR,1884706841.49945
ACS.MC,2017,2017-12-31,EUR,10149509792.1931
BKT.MC,2017,2017-12-31,EUR,5168269151.95381
ACPP.WA,2017,2017-12-31,EUR,856195187.224748
GETP.PA,2017,2017-12-31,EUR,5893250000.0
STLAM.MI,2017,2017-12-31,EUR,21512021511.9686
KCRA.HE,2017,2017-12-31,EUR,3016916842.19675
MBK.WA,2017,2017-12-31,EUR,4895030239.77302
ELISA.HE,2017,2017-12-31,EUR,5498630498.78
SBRY.L,2017,2017-12-31,EUR,5559686557.16676
SWECb.ST,2017,2017-12-31,EUR,2224735017.99344
SGSN.S,2017,2017-12-31,EUR,16647204991.8211
BAB.L,2017,2017-12-31,EUR,4090534540.02617
KNIN.S,2017,2017-12-31,EUR,17819198485.0036
NEXII.MI,2017,2017-12-31,EUR,
DNP.WA,2017,2017-12-31,EUR,1928158791.002
DTEGn.DE,2017,2017-12-31,EUR,70445779927.82
FBK.MI,2017,2017-12-31,EUR,5132139198.525
ISS.CO,2017,2017-12-31,EUR,6012169543.94695
IHG.L,2017,2017-12-31,EUR,9511781346.76386
BESI.AS,2017,2017-12-31,EUR,2860423655.45
GALE.S,2017,2017-12-31,EUR,2141116030.29993
SATG_p.DE,2017,2017-12-31,EUR,5801702400.0
SAABb.ST,2017,2017-12-31,EUR,4339222139.04918
BARN.S,2017,2017-12-31,EUR,9514086084.23585
REDE.MC,2017,2017-12-31,EUR,9980220600.0
EMG.L,2017,2017-12-31,EUR,3831409262.43678
ARDS.AS,2017,2017-12-31,EUR,1662496565.22
ROR.L,2017,2017-12-31,EUR,2603107238.16065
UTG.L,2017,2017-12-31,EUR,2142469778.22032
BVI.PA,2017,2017-12-31,EUR,10073180000.0
CFR.S,2017,2017-12-31,EUR,79448570989.8659
KGX.DE,2017,2017-12-31,EUR,8500122322.6599
LAGRb.ST,2017,2017-12-31,EUR,579986024.819199
WRT1V.HE,2017,2017-12-31,EUR,10386707649.2612
TRELb.ST,2017,2017-12-31,EUR,5252735240.35171
SIEGn.DE,2017,2017-12-31,EUR,88998892150.0
JMT.LS,2017,2017-12-31,EUR,10188257231.8
EQTAB.ST,2017,2017-12-31,EUR,
RILBA.CO,2017,2017-12-31,EUR,981978250.631804
SDLF.L,2017,2017-12-31,EUR,3431802310.33729
PZU.WA,2017,2017-12-31,EUR,9018035363.38699
IGG.L,2017,2017-12-31,EUR,3022013121.053
HIK.L,2017,2017-12-31,EUR,3004894613.50837
EONGn.DE,2017,2017-12-31,EUR,19944158039.0
MTO.L,2017,2017-12-31,EUR,787157611.665033
BAES.L,2017,2017-12-31,EUR,20658337307.1082
BP.L,2017,2017-12-31,EUR,115551224055.324
HOLMb.ST,2017,2017-12-31,EUR,3706289055.54048
GTT.PA,2017,2017-12-31,EUR,1859479603.55
INGP.WA,2017,2017-12-31,EUR,6584850612.3158
TEL.OL,2017,2017-12-31,EUR,26337423020.185
SHBa.ST,2017,2017-12-31,EUR,21322629741.9826
CVO.PA,2017,2017-12-31,EUR,6877745909.66038
LDOF.MI,2017,2017-12-31,EUR,5827755981.6
ADP.PA,2017,2017-12-31,EUR,15724839657.8
IBE.MC,2017,2017-12-31,EUR,40451027116.7765
DCC.L,2017,2017-12-31,EUR,7528394454.52799
WEIR.L,2017,2017-12-31,EUR,5416827690.39237
NKT.CO,2017,2017-12-31,EUR,1043129028.22773
UU.L,2017,2017-12-31,EUR,6274428392.43393
ALKb.CO,2017,2017-12-31,EUR,1021650570.28703
CONG.DE,2017,2017-12-31,EUR,30598886138.2965
TBCG.L,2017,2017-12-31,EUR,1042581750.24978
ABF.L,2017,2017-12-31,EUR,24180039717.6164
SVT.L,2017,2017-12-31,EUR,5691992809.53754
ALFA.ST,2017,2017-12-31,EUR,8217539364.54727
ALLFG.AS,2017,2017-12-31,EUR,
EDPR.LS,2017,2017-12-31,EUR,6036372481.04
HWDN.L,2017,2017-12-31,EUR,3191688376.40152
ITV.L,2017,2017-12-31,EUR,7611205858.98888
PST.MI,2017,2017-12-31,EUR,8221962450.0
ENAG.MC,2017,2017-12-31,EUR,5665163989.8
MRCG.DE,2017,2017-12-31,EUR,39021314550.5
SHCS.L,2017,2017-12-31,EUR,3019443644.60758
MUVGn.DE,2017,2017-12-31,EUR,28021294371.0
KESKOB.HE,2017,2017-12-31,EUR,4490319483.95
SGOB.PA,2017,2017-12-31,EUR,25231868701.75
LMPL.L,2017,2017-12-31,EUR,1462311514.09272
BASFn.DE,2017,2017-12-31,EUR,84261235387.56
AZMT.MI,2017,2017-12-31,EUR,2287774317.09
SUNB.L,2017,2017-12-31,EUR,
RBIV.VI,2017,2017-12-31,EUR,9983317497.35
SB1NO.OL,2017,2017-12-31,EUR,2270924396.25639
ACKB.BR,2017,2017-12-31,EUR,4870449841.6
SIGNC.S,2017,2017-12-31,EUR,
KBCA.BR,2017,2017-12-31,EUR,4118649116.4
SDZ.S,2017,2017-12-31,EUR,
SRG.MI,2017,2017-12-31,EUR,14107572324.82
AV.L,2017,2017-12-31,EUR,17070741630.8392
ZAB.WA,2017,2017-12-31,EUR,
DIOR.PA,2017,2017-12-31,EUR,50759761164.8229
SIKA.S,2017,2017-12-31,EUR,14473565806.4138
SAVE.ST,2017,2017-12-31,EUR,
ABNd.AS,2017,2017-12-31,EUR,12640029626.84
BC8G.DE,2017,2017-12-31,EUR,2919837060.0
ANA.MC,2017,2017-12-31,EUR,3919988793.0
SUN.S,2017,2017-12-31,EUR,2363526512.79375
LEGD.PA,2017,2017-12-31,EUR,17052354673.4
SOPR.PA,2017,2017-12-31,EUR,3222223135.5
SKAb.ST,2017,2017-12-31,EUR,7160157515.70108
SPX.L,2017,2017-12-31,EUR,4654174514.16014
LONN.S,2017,2017-12-31,EUR,17121828931.9193
CABK.MC,2017,2017-12-31,EUR,23752290421.101
BEIG.DE,2017,2017-12-31,EUR,24670800000.0
GETIb.ST,2017,2017-12-31,EUR,3250268844.38624
STDM.PA,2017,2017-12-31,EUR,5563074466.5
BEAN.S,2017,2017-12-31,EUR,2248363573.54898
INVP.L,2017,2017-12-31,EUR,4026786882.46169
PKN.WA,2017,2017-12-31,EUR,10875525373.1229
TW.L,2017,2017-12-31,EUR,7194668508.5173
PAFR.L,2017,2017-12-31,EUR,334903684.54528
NN.AS,2017,2017-12-31,EUR,12294272339.36
AKRBP.OL,2017,2017-12-31,EUR,7505179691.55285
IMCD.AS,2017,2017-12-31,EUR,2726908369.9
THULE.ST,2017,2017-12-31,EUR,1908477802.83648
IFXGn.DE,2017,2017-12-31,EUR,25948161748.665
CAGR.PA,2017,2017-12-31,EUR,39760080228.22
HBANC.S,2017,2017-12-31,EUR,4652830665.70017
TCFP.PA,2017,2017-12-31,EUR,19298998993.44
ABDN.L,2017,2017-12-31,EUR,12401823124.889
VOPA.AS,2017,2017-12-31,EUR,4602075480.0
SECTb.ST,2017,2017-12-31,EUR,615838626.103349
BALDb.ST,2017,2017-12-31,EUR,3509535787.22246
RENA.PA,2017,2017-12-31,EUR,24781527399.2
VACN.S,2017,2017-12-31,EUR,3781146995.59832
ERST.VI,2017,2017-12-31,EUR,15136408434.0
